Datetime,X1,X2,X3,X4,X5
2017-04-16 14:30:00,-872.168993864164,-907.6532859702597,-345.3346663987047,-2032.8528966157592,-1741.0163475636416
2017-04-16 15:00:00,-847.5561763480728,-902.6347264815467,-336.26214133071966,-1957.371768109222,-1987.9612295201098
2017-04-16 15:30:00,-876.5389719290405,-873.4935897010542,-341.790414969512,-1977.5648195651047,-1845.5536936613337
2017-04-16 16:00:00,-857.2174329661683,-902.5605975496163,-325.095776413365,-2100.3732269832517,-1952.8323573458367
2017-04-16 16:30:00,-886.4652494597564,-885.176858197231,-311.1087505002481,-1948.2435016063328,-1929.5893646697614
2017-04-16 17:00:00,-870.7950842576142,-931.916343707922,-287.13260688260016,-2030.9418962224138,-1857.9999632530416
2017-04-16 17:30:00,-805.3183716978687,-867.7106446948101,-286.20871065999694,-1959.2882866347256,-1699.5351984677475
2017-04-16 18:00:00,-819.201076975698,-779.609217471247,-258.5320696520964,-1783.4291386491232,-1514.20716254265
2017-04-16 18:30:00,-734.5717348994785,-760.4755601678336,-239.50807859299115,-1663.6983181715439,-1392.600028782833
2017-04-16 19:00:00,-675.4974720638739,-703.8610443526417,-232.92696313706162,-1643.097866456572,-1234.8584669963043
2017-04-16 19:30:00,-575.4648791723916,-592.6829500513644,-209.5689884372541,-1331.528073679925,-1106.189570746941
2017-04-16 20:00:00,-521.4127289215016,-557.9441915556454,-172.10493151845796,-1162.248745246584,-968.6690800817528
2017-04-16 20:30:00,-487.013726167647,-505.6697222404313,-135.0677185797048,-1071.1968436140635,-952.97143905014
2017-04-16 21:00:00,-432.58215232961265,-439.637013813582,-125.45987321926823,-1047.4806103943383,-774.615563876097
2017-04-16 21:30:00,-382.99391927619064,-383.19830227178664,-106.90048142557947,-884.6022220979843,-547.6735878381377
2017-04-16 22:00:00,-358.8613090060617,-374.94965841170637,-79.1547574755094,-730.258961788295,-451.918599070821
2017-04-16 22:30:00,-295.56497584303924,-300.26292347508934,-55.21969900887937,-554.814995338614,-371.5709210721366
2017-04-16 23:00:00,-213.97336345405446,-221.58609301159734,-45.69257414674093,-459.37706770968833,-213.30401546397172
2017-04-16 23:30:00,-143.8929168855752,-148.23045489077447,-38.55718774928106,-160.88172026801053,-154.6323363210229
2017-04-17 00:00:00,-44.8453070692289,-47.1783340893544,-25.65652976598909,-35.007528027571006,-59.450033511799965
2017-04-17 00:30:00,-19.160150835834845,-20.565170014530402,-22.462703740616902,-34.623984279067564,-48.43673533861347
2017-04-17 01:00:00,-21.561293563129578,-21.992701648885276,-20.52549478404936,-11.1035648785875,-36.07618631151437
2017-04-17 01:30:00,-23.59292864373231,-26.08293396885129,-20.322965165816807,-22.18000788604709,-24.599445016192167
2017-04-17 02:00:00,-19.774879167804418,-21.071716492598064,-20.814840802935326,-11.306261811974785,-12.680478284022279
2017-04-17 02:30:00,-19.71150746003723,-19.879901086997588,-21.95903447229109,-11.502367807081,-26.007531883627166
2017-04-17 03:00:00,-17.11054280009526,-18.5104150699259,-27.85028520939297,-23.585296768644877,-24.893099513601026
2017-04-17 03:30:00,-24.842874228719364,-25.626865154161905,-31.756013222368363,-33.924640094734166,-37.6805586565204
2017-04-17 04:00:00,-26.169866961765155,-26.648115060662533,-38.3898691018864,-44.262997022995904,-62.92649281080934
2017-04-17 04:30:00,-36.293394293950236,-35.90931242213177,-46.563852161593665,-69.63831656847783,-83.93423718607383
2017-04-17 05:00:00,-62.52573525115014,-66.46378566906681,-87.83921551907196,-101.78217170832637,-119.15646333353396
2017-04-17 05:30:00,-123.20989160902349,-130.15735651824176,-120.93675124076707,-132.55639083983786,-183.66505414397463
2017-04-17 06:00:00,-273.79328317240186,-301.9341599130891,-158.8998211139475,-308.6245537119554,-352.17429182550967
2017-04-17 06:30:00,-383.91461366680136,-385.441851846559,-220.53384938655964,-691.7852914545697,-665.424279847001
2017-04-17 07:00:00,-500.027983465694,-486.074069214012,-269.96617297528167,-1127.1657171040456,-896.1075120876603
2017-04-17 07:30:00,-523.1746244385309,-582.2224444904037,-296.2238991331457,-1612.9068524496745,-1291.489715816119
2017-04-17 08:00:00,-688.8462179901286,-735.6694845768328,-306.0322298996643,-2075.2449300028134,-1353.2729525221407
2017-04-17 08:30:00,-837.9993350145182,-799.7477520118987,-333.6543753118967,-2070.7695280013845,-1604.0255710677484
